YEAR,START_DATE,END_DATE,JURISDICTION,LOCATION,AGE_GROUP,METRIC,DETECTION_METHOD,FINES,ARRESTS,CHARGES
2023,10/1/2023,10/31/2023,NSW,Unknown,26-39,speed_fines,Police issued,41,0,1
2023,10/1/2023,10/31/2023,NSW,Unknown,26-39,unlicensed_driving,Police issued,0,0,7
2023,10/1/2023,10/31/2023,NSW,Unknown,40-64,non_wearing_seatbelts,Police issued,1,0,0
2023,10/1/2023,10/31/2023,NSW,Unknown,40-64,speed_fines,Police issued,30,0,0
2023,10/1/2023,10/31/2023,NSW,Unknown,40-64,unlicensed_driving,Police issued,0,0,2
2023,10/1/2023,10/31/2023,NSW,Unknown,65 and over,mobile_phone_use,Police issued,1,0,0
2023,10/1/2023,10/31/2023,NSW,Unknown,65 and over,speed_fines,Police issued,6,0,0
2023,10/1/2023,10/31/2023,NSW,Unknown,Unknown,mobile_phone_use,Fixed or mobile camera,15740,0,0
2023,10/1/2023,10/31/2023,NSW,Unknown,Unknown,speed_fines,Fixed camera,36067,0,0
2023,10/1/2023,10/31/2023,NSW,Unknown,Unknown,speed_fines,Mobile camera,3340,0,0
2023,10/1/2023,10/31/2023,NSW,Unknown,Unknown,speed_fines,Red light camera,21624,0,0
2023,10/1/2023,10/31/2023,NSW,Very Remote Australia,17-25,unlicensed_driving,Police issued,0,0,1
2023,10/1/2023,10/31/2023,NSW,Very Remote Australia,26-39,mobile_phone_use,Police issued,1,0,0
2023,10/1/2023,10/31/2023,NSW,Very Remote Australia,26-39,speed_fines,Police issued,4,0,0
2023,10/1/2023,10/31/2023,NSW,Very Remote Australia,26-39,unlicensed_driving,Police issued,0,0,5
2023,10/1/2023,10/31/2023,NSW,Very Remote Australia,40-64,speed_fines,Police issued,2,0,0
2023,10/1/2023,10/31/2023,NSW,Very Remote Australia,40-64,unlicensed_driving,Police issued,0,0,1
2023,10/1/2023,10/31/2023,NSW,Very Remote Australia,65 and over,speed_fines,Police issued,1,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,0-16,non_wearing_seatbelts,Police issued,0,1,1
2023,10/1/2023,10/31/2023,NT,Unknown,0-16,speed_fines,Mobile camera,3,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,0-16,speed_fines,Police issued,2,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,0-16,unlicensed_driving,Police issued,0,8,12
2023,10/1/2023,10/31/2023,NT,Unknown,17-25,mobile_phone_use,Police issued,5,0,1
2023,10/1/2023,10/31/2023,NT,Unknown,17-25,non_wearing_seatbelts,Police issued,13,0,10
2023,10/1/2023,10/31/2023,NT,Unknown,17-25,speed_fines,Mobile camera,329,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,17-25,speed_fines,Police issued,51,2,6
2023,10/1/2023,10/31/2023,NT,Unknown,17-25,speed_fines,Red light camera,49,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,17-25,unlicensed_driving,Police issued,7,18,45
2023,10/1/2023,10/31/2023,NT,Unknown,26-39,mobile_phone_use,Police issued,8,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,26-39,non_wearing_seatbelts,Police issued,31,1,17
2023,10/1/2023,10/31/2023,NT,Unknown,26-39,speed_fines,Mobile camera,885,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,26-39,speed_fines,Police issued,98,2,8
2023,10/1/2023,10/31/2023,NT,Unknown,26-39,speed_fines,Red light camera,121,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,26-39,unlicensed_driving,Police issued,20,11,65
2023,10/1/2023,10/31/2023,NT,Unknown,40-64,mobile_phone_use,Police issued,5,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,40-64,non_wearing_seatbelts,Police issued,16,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,40-64,speed_fines,Mobile camera,1082,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,40-64,speed_fines,Police issued,106,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,40-64,speed_fines,Red light camera,160,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,40-64,unlicensed_driving,Police issued,5,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,65 and over,mobile_phone_use,Police issued,1,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,65 and over,non_wearing_seatbelts,Police issued,2,1,9
2023,10/1/2023,10/31/2023,NT,Unknown,65 and over,speed_fines,Mobile camera,262,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,65 and over,speed_fines,Police issued,11,1,6
2023,10/1/2023,10/31/2023,NT,Unknown,65 and over,speed_fines,Red light camera,33,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,65 and over,unlicensed_driving,Police issued,1,11,37
2023,10/1/2023,10/31/2023,NT,Unknown,Unknown,speed_fines,Mobile camera,122,0,0
2023,10/1/2023,10/31/2023,NT,Unknown,Unknown,speed_fines,Red light camera,11,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,0-16,mobile_phone_use,Police issued,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,0-16,non_wearing_seatbelts,Police issued,1,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,0-16,speed_fines,Fixed camera,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,0-16,speed_fines,Mobile camera,2,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,0-16,speed_fines,Other,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,0-16,speed_fines,Police issued,1,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,0-16,unlicensed_driving,Police issued,0,4,3
2023,10/1/2023,10/31/2023,SA,Unknown,17-25,mobile_phone_use,Police issued,117,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,17-25,non_wearing_seatbelts,Police issued,46,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,17-25,speed_fines,Fixed camera,429,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,17-25,speed_fines,Mobile camera,799,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,17-25,speed_fines,Other,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,17-25,speed_fines,Police issued,719,2,9
2023,10/1/2023,10/31/2023,SA,Unknown,17-25,unlicensed_driving,Police issued,105,14,49
2023,10/1/2023,10/31/2023,SA,Unknown,26-39,mobile_phone_use,Police issued,169,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,26-39,non_wearing_seatbelts,Police issued,90,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,26-39,speed_fines,Fixed camera,1247,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,26-39,speed_fines,Mobile camera,2223,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,26-39,speed_fines,Other,1,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,26-39,speed_fines,Police issued,1328,3,6
2023,10/1/2023,10/31/2023,SA,Unknown,26-39,unlicensed_driving,Police issued,276,46,155
2023,10/1/2023,10/31/2023,SA,Unknown,40-64,mobile_phone_use,Police issued,136,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,40-64,non_wearing_seatbelts,Police issued,82,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,40-64,speed_fines,Fixed camera,2098,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,40-64,speed_fines,Mobile camera,3458,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,40-64,speed_fines,Other,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,40-64,speed_fines,Police issued,1617,1,5
2023,10/1/2023,10/31/2023,SA,Unknown,40-64,unlicensed_driving,Police issued,204,29,150
2023,10/1/2023,10/31/2023,SA,Unknown,65 and over,mobile_phone_use,Police issued,33,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,65 and over,non_wearing_seatbelts,Police issued,27,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,65 and over,speed_fines,Fixed camera,909,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,65 and over,speed_fines,Mobile camera,1113,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,65 and over,speed_fines,Other,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,65 and over,speed_fines,Police issued,436,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,65 and over,unlicensed_driving,Police issued,25,1,10
2023,10/1/2023,10/31/2023,SA,Unknown,Unknown,mobile_phone_use,Police issued,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,Unknown,non_wearing_seatbelts,Police issued,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,Unknown,speed_fines,Fixed camera,196,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,Unknown,speed_fines,Mobile camera,181,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,Unknown,speed_fines,Other,0,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,Unknown,speed_fines,Police issued,8,0,0
2023,10/1/2023,10/31/2023,SA,Unknown,Unknown,unlicensed_driving,Police issued,0,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,0-16,speed_fines,Police issued,1,0,5
2023,10/1/2023,10/31/2023,TAS,Unknown,0-16,unlicensed_driving,Police issued,0,0,10
2023,10/1/2023,10/31/2023,TAS,Unknown,17-25,mobile_phone_use,Fixed or mobile camera,27,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,17-25,mobile_phone_use,Police issued,35,0,1
2023,10/1/2023,10/31/2023,TAS,Unknown,17-25,non_wearing_seatbelts,Fixed or mobile camera,60,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,17-25,non_wearing_seatbelts,Police issued,17,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,17-25,speed_fines,Fixed or mobile camera,509,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,17-25,speed_fines,Police issued,322,0,10
2023,10/1/2023,10/31/2023,TAS,Unknown,17-25,unlicensed_driving,Police issued,2,0,24
2023,10/1/2023,10/31/2023,TAS,Unknown,26-39,mobile_phone_use,Fixed or mobile camera,123,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,26-39,mobile_phone_use,Police issued,41,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,26-39,non_wearing_seatbelts,Fixed or mobile camera,131,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,26-39,non_wearing_seatbelts,Police issued,20,0,1
2023,10/1/2023,10/31/2023,TAS,Unknown,26-39,speed_fines,Fixed or mobile camera,1360,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,26-39,speed_fines,Police issued,520,0,8
2023,10/1/2023,10/31/2023,TAS,Unknown,26-39,unlicensed_driving,Police issued,10,0,36
2023,10/1/2023,10/31/2023,TAS,Unknown,40-64,mobile_phone_use,Fixed or mobile camera,110,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,40-64,mobile_phone_use,Police issued,47,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,40-64,non_wearing_seatbelts,Fixed or mobile camera,170,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,40-64,non_wearing_seatbelts,Police issued,18,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,40-64,speed_fines,Fixed or mobile camera,1916,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,40-64,speed_fines,Police issued,630,0,6
2023,10/1/2023,10/31/2023,TAS,Unknown,40-64,unlicensed_driving,Police issued,6,0,22
2023,10/1/2023,10/31/2023,TAS,Unknown,65 and over,mobile_phone_use,Fixed or mobile camera,16,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,65 and over,mobile_phone_use,Police issued,5,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,65 and over,non_wearing_seatbelts,Fixed or mobile camera,63,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,65 and over,non_wearing_seatbelts,Police issued,11,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,65 and over,speed_fines,Fixed or mobile camera,761,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,65 and over,speed_fines,Police issued,184,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,Unknown,non_wearing_seatbelts,Fixed or mobile camera,1,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,Unknown,speed_fines,Fixed or mobile camera,2,0,0
2023,10/1/2023,10/31/2023,TAS,Unknown,Unknown,speed_fines,Police issued,1,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,0-16,unlicensed_driving,Police issued,6,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,mobile_phone_use,Mobile camera,37,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,mobile_phone_use,Police issued,38,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,non_wearing_seatbelts,Mobile camera,40,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,non_wearing_seatbelts,Police issued,25,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,272,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,496,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,674,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,17-25,unlicensed_driving,Police issued,28,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,mobile_phone_use,Mobile camera,155,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,mobile_phone_use,Police issued,87,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,non_wearing_seatbelts,Mobile camera,146,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,non_wearing_seatbelts,Police issued,44,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,892,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,1676,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1432,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,26-39,unlicensed_driving,Police issued,96,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,mobile_phone_use,Mobile camera,175,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,mobile_phone_use,Police issued,64,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,non_wearing_seatbelts,Mobile camera,175,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,non_wearing_seatbelts,Police issued,45,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,speed_fines,Fixed camera,1263,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,speed_fines,Mobile camera,2791,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,speed_fines,Police issued,1836,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,40-64,unlicensed_driving,Police issued,68,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,mobile_phone_use,Mobile camera,27,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,mobile_phone_use,Police issued,6,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,non_wearing_seatbelts,Mobile camera,104,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,non_wearing_seatbelts,Police issued,6,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,speed_fines,Fixed camera,581,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,speed_fines,Mobile camera,1300,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,speed_fines,Police issued,539,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,65 and over,unlicensed_driving,Police issued,6,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,Unknown,mobile_phone_use,Mobile camera,329,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,Unknown,non_wearing_seatbelts,Mobile camera,271,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,Unknown,speed_fines,Fixed camera,956,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,Unknown,speed_fines,Mobile camera,1589,0,0
2023,10/1/2023,10/31/2023,VIC,Inner Regional Australia,Unknown,speed_fines,Police issued,3,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,0-16,unlicensed_driving,Police issued,3,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,mobile_phone_use,Mobile camera,261,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,mobile_phone_use,Police issued,228,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,non_wearing_seatbelts,Mobile camera,184,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,non_wearing_seatbelts,Police issued,59,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,3033,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2213,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,847,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,17-25,unlicensed_driving,Police issued,110,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,mobile_phone_use,Mobile camera,1466,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,mobile_phone_use,Police issued,565,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,non_wearing_seatbelts,Mobile camera,895,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,non_wearing_seatbelts,Police issued,155,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,10486,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,8446,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1672,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,26-39,unlicensed_driving,Police issued,222,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,mobile_phone_use,Mobile camera,1753,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,mobile_phone_use,Police issued,425,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,non_wearing_seatbelts,Mobile camera,1150,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,non_wearing_seatbelts,Police issued,82,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,speed_fines,Fixed camera,17925,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,speed_fines,Mobile camera,13279,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,speed_fines,Police issued,1854,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,40-64,unlicensed_driving,Police issued,120,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,mobile_phone_use,Mobile camera,255,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,mobile_phone_use,Police issued,39,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,non_wearing_seatbelts,Mobile camera,409,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,non_wearing_seatbelts,Police issued,16,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,speed_fines,Fixed camera,5337,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,speed_fines,Mobile camera,3836,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,speed_fines,Police issued,362,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,65 and over,unlicensed_driving,Police issued,16,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,Unknown,mobile_phone_use,Mobile camera,1786,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,Unknown,non_wearing_seatbelts,Mobile camera,1313,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,Unknown,speed_fines,Fixed camera,12217,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,Unknown,speed_fines,Mobile camera,6763,0,0
2023,10/1/2023,10/31/2023,VIC,Major Cities of Australia,Unknown,speed_fines,Police issued,3,0,0
2023,10/1/2023,10/31/2023,VIC,Outer Regional Australia,17-25,mobile_phone_use,Police issued,8,0,0
2023,10/1/2023,10/31/2023,VIC,Outer Regional Australia,17-25,non_wearing_seatbelts,Police issued,7,0,0
2023,10/1/2023,10/31/2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,2,0,0
2023,10/1/2023,10/31/2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,89,0,0
2023,10/1/2023,10/31/2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,112,0,0
2023,10/1/2023,10/31/2023,VIC,Outer Regional Australia,17-25,unlicensed_driving,Police issued,7,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,26-39,speed_fines,Fixed or mobile camera,1188,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,26-39,speed_fines,Police issued,539,0,18
2023,5/1/2023,5/31/2023,TAS,Unknown,26-39,unlicensed_driving,Police issued,14,0,68
2023,5/1/2023,5/31/2023,TAS,Unknown,40-64,mobile_phone_use,Police issued,42,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,40-64,non_wearing_seatbelts,Police issued,13,0,2
2023,5/1/2023,5/31/2023,TAS,Unknown,40-64,speed_fines,Fixed or mobile camera,1624,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,40-64,speed_fines,Police issued,656,0,12
2023,5/1/2023,5/31/2023,TAS,Unknown,40-64,unlicensed_driving,Police issued,8,0,52
2023,5/1/2023,5/31/2023,TAS,Unknown,65 and over,mobile_phone_use,Police issued,6,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,65 and over,non_wearing_seatbelts,Police issued,5,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,65 and over,speed_fines,Fixed or mobile camera,548,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,65 and over,speed_fines,Police issued,181,0,2
2023,5/1/2023,5/31/2023,TAS,Unknown,65 and over,unlicensed_driving,Police issued,0,0,5
2023,5/1/2023,5/31/2023,TAS,Unknown,Unknown,speed_fines,Fixed or mobile camera,8,0,0
2023,5/1/2023,5/31/2023,TAS,Unknown,Unknown,speed_fines,Police issued,1,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,0-16,non_wearing_seatbelts,Police issued,1,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,0-16,unlicensed_driving,Police issued,1,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,17-25,mobile_phone_use,Police issued,30,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,17-25,non_wearing_seatbelts,Police issued,27,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,105,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,497,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,611,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,17-25,unlicensed_driving,Police issued,29,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,26-39,mobile_phone_use,Police issued,93,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,26-39,non_wearing_seatbelts,Police issued,54,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,432,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,1829,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1213,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,26-39,unlicensed_driving,Police issued,85,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,40-64,mobile_phone_use,Police issued,62,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,40-64,non_wearing_seatbelts,Police issued,60,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,40-64,speed_fines,Fixed camera,814,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,40-64,speed_fines,Mobile camera,2971,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,40-64,speed_fines,Police issued,1523,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,40-64,unlicensed_driving,Police issued,61,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,65 and over,mobile_phone_use,Police issued,12,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,65 and over,non_wearing_seatbelts,Police issued,21,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,65 and over,speed_fines,Fixed camera,350,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,65 and over,speed_fines,Mobile camera,1364,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,65 and over,speed_fines,Police issued,397,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,65 and over,unlicensed_driving,Police issued,6,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,Unknown,speed_fines,Fixed camera,585,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,Unknown,speed_fines,Mobile camera,1578,0,0
2023,5/1/2023,5/31/2023,VIC,Inner Regional Australia,Unknown,speed_fines,Police issued,3,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,0-16,unlicensed_driving,Police issued,1,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,17-25,mobile_phone_use,Police issued,252,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,17-25,non_wearing_seatbelts,Police issued,48,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2469,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,1946,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,873,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,17-25,unlicensed_driving,Police issued,97,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,26-39,mobile_phone_use,Police issued,518,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,26-39,non_wearing_seatbelts,Police issued,140,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,9869,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,8041,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1609,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,26-39,unlicensed_driving,Police issued,247,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,40-64,mobile_phone_use,Police issued,405,0,0
2023,5/1/2023,5/31/2023,VIC,Major Cities of Australia,40-64,non_wearing_seatbelts,Police issued,99,0,0
